id,sex,gender,age,weight,wght18,height,phys,aspirin,vitc,vite,multivit,calcium,blood,chol,health,smoke100,sm100age,cursmoke,wtchange,exhrs,exintens,degree,program,mstatus,mage,agepub,minschool,travel,techhrs,wkdaysleep,wkendsleep,bmicat
18,2,2,26,158,130,71,1,1,1,1,2,1,1,1,5,No,,3,2,3,3,4,6,2,,20,20,3,6,8,8,1
202,2,2,25,140,135,64,1,1,1,1,1,1,1,1,1,No,,3,1,2,4,4,3,2,,19,15,1,12,7,8,1
148,1,1,22,180,180,69,1,,2,,,2,,,3,No,,2,2,2,2,4,2,2,,20,3,1,8,6,8,2
187,2,2,23,115,95,61,1,1,1,1,1,1,1,1,5,No,,3,3,2,3,4,6,2,,19,25,3,4,6,6,1
237,2,2,22,123,190,67,1,1,1,1,1,1,1,1,5,No,,3,2,3,4,4,2,2,,20,15,2,6,7,9,1
353,2,2,22,130,120,60,1,1,1,1,1,1,1,1,3,No,,3,2,3,3,4,6,2,,21,20,3,5,7,10,2
42,2,2,22,120,120,63,3,1,1,1,1,1,1,1,1,No,,3,1,3,3,4,2,2,,18,15,4,6,7,8,1
189,2,2,23,121,,62,1,1,1,1,1,1,1,1,1,No,,3,1,2,4,4,6,2,,22,11,1,9,7,8,1
325,2,2,24,166,180,67,1,1,1,1,1,1,1,1,5,No,,3,2,3,3,4,3,2,,20,10,1,5,8,9,2
129,2,2,22,125,125,64,1,1,1,1,2,1,1,1,5,No,,3,1,4,4,4,6,2,,20,55,2,6,6,8,1
283,2,2,28,130,120,66,3,1,1,1,1,1,1,1,1,No,,3,2,3,3,4,3,2,,21,25,1,10,7,8,1
116,2,5,22,111,117,65,1,1,1,1,1,1,1,1,3,Yes,20,3,3,1,1,4,6,2,,19,5,1,14,6,8,1
150,2,2,22,132,126,65,3,1,2,1,1,1,1,1,5,No,,3,2,2,2,4,6,2,,10,55,2,12,5,6,1
173,1,1,22,154,150,68,2,1,1,1,1,1,1,1,3,No,,3,1,2,2,4,2,2,,21,3,1,8,8,8,1
138,2,2,29,138,140,64,1,1,1,1,1,1,1,1,3,No,,3,1,2,2,4,2,2,,27,30,3,6,6,7,1
119,1,1,29,275,200,71,1,1,1,1,1,1,1,1,3,Yes,17,3,2,3,3,4,3,1,27,21,20,1,8,8,9,3
41,1,1,22,170,160,72,2,1,1,1,1,1,1,1,1,No,,3,1,3,3,4,2,2,,20,30,3,9,8,9,1
286,2,2,24,129,145,66,1,,,,2,,,,1,No,,3,1,2,3,4,1,2,,23,60,2,3,7,9,1
122,2,2,24,160,155,69,1,1,1,2,1,1,1,1,4,No,,3,1,2,3,4,3,1,19,12,45,3,8,7,9,1
208,1,1,25,185,175,70,2,1,1,1,1,1,1,1,3,No,,3,2,2,3,4,3,2,,19,15,3,12,7,8,2
271,2,2,26,139,120,67,1,1,2,1,2,1,1,1,1,No,,2,1,3,4,4,2,2,,23,7,1,10,8,9,1
38,2,2,26,165,140,69,1,1,1,1,1,1,1,1,1,No,,3,1,3,4,4,3,2,,18,20,3,6,8,8,1
190,1,1,22,125,115,64,2,1,1,1,1,1,1,1,3,No,,3,2,3,3,4,6,2,,20,15,3,6,5,7,1
193,2,2,25,175,155,62,3,1,1,1,1,1,1,1,3,No,,3,2,3,3,4,2,2,,20,60,2,10,8,6,3
297,2,2,22,117,115,63,2,,,,2,,,,5,No,,3,1,4,3,4,2,2,,18,20,1,4,8,8,1
174,2,2,24,150,150,62,1,1,1,1,1,1,1,1,5,No,,3,2,2,2,4,6,2,,18,20,3,6,8,8,2
218,2,2,30,115,118,64,1,1,1,1,2,1,1,1,5,No,,3,1,3,3,4,3,2,,25,15,3,5,7,8,1
8,2,2,24,180,175,71,2,1,1,1,1,1,1,1,3,No,,3,1,2,3,4,6,2,,21,15,1,5,8,8,2
224,2,2,25,160,145,69,1,1,1,1,2,2,1,1,3,No,,3,2,3,3,4,3,2,,23,10,2,10,7,9,1
65,1,1,22,169,187,70,1,1,2,1,1,1,1,1,3,No,,3,2,3,3,4,2,2,,20,15,2,12,7,7,1
340,1,1,23,108,106,63,2,1,1,1,1,1,1,1,1,No,,3,1,2,2,4,2,2,,19,5,1,10,7,7,1
266,2,2,24,121,120,67,1,1,1,1,2,1,1,1,5,No,,3,1,3,3,4,2,2,,18,15,2,5,7,7,1
236,2,2,22,118,118,64,1,1,1,1,1,1,1,1,5,No,,3,1,3,3,4,6,2,,21,20,3,10,7,5,1
87,2,2,22,111,92.400002,65,1,1,2,1,2,1,1,1,5,No,,3,2,3,3,4,2,2,,21,50,3,3,7,7,1
277,2,2,25,170,170,68,3,1,1,1,1,1,1,1,3,No,,3,2,3,3,4,3,2,,18,30,1,6,7,7,2
258,2,2,22,108,110,63,1,1,2,2,2,2,1,1,1,No,,3,3,2,3,4,2,2,,18,1,1,7,7,8,1
281,2,2,22,140,120,65,1,2,1,1,1,1,1,1,1,No,,3,1,3,3,4,2,2,,16,20,1,6,8,9,1
10,2,2,22,165,150,70,1,1,1,1,2,1,1,1,3,No,,3,1,2,2,4,2,2,,22,15,3,11,6,7,1
265,2,2,25,115,110,64,1,1,1,1,1,1,1,1,5,No,,3,1,3,3,4,3,2,,21,15,4,15,7,8,1
269,2,2,22,155,135,69,1,1,1,1,1,1,1,1,5,No,,3,2,2,2,4,2,2,,18,10,1,8,7,9,1
49,2,2,23,115,115,65,1,1,1,1,1,1,1,2,5,No,,3,1,2,3,4,2,2,,21,30,3,8,7,9,1
214,2,2,24,149,145,64,1,1,1,1,1,1,1,1,1,No,,3,2,2,3,4,3,2,,19,10,3,3,7,8,2
308,2,2,24,130,130,66,1,1,1,1,1,1,1,1,5,No,,3,2,2,3,4,3,2,,20,13,1,10,8,8,1
59,2,2,22,121,115,63,1,1,1,1,2,1,1,1,5,No,,3,2,2,3,4,2,2,,20,30,3,5,5,8,1
361,2,2,24,167,170,68,1,1,1,1,1,1,1,1,5,No,,3,2,3,3,4,2,2,,17,10,3,10,7,9,2
45,1,1,21,145,140,70,1,1,1,1,1,1,1,1,5,No,,3,3,2,3,4,3,2,,24,15,2,8,6,7,1
103,2,2,22,144,125,66,1,1,1,1,1,1,1,1,1,No,,3,3,1,1,4,1,2,,17,10,3,8,7,9,1
287,2,2,22,127,110,62,1,1,1,1,1,1,1,1,5,No,,3,2,1,3,4,2,2,,21,10,1,6,6,9,1
232,2,2,22,120,110,69,1,1,1,1,1,1,1,1,5,No,,3,1,1,2,4,2,2,,21,10,1,8,7,8,1
339,2,2,22,150,140,69,1,1,1,1,1,1,1,1,5,No,,3,2,3,3,4,6,2,,20,5,1,8,7,9,1
165,2,2,28,170,135,64,1,,2,,2,,,,5,No,,3,2,1,1,4,6,2,,26,90,2,8,6,10,2
345,1,1,22,150,140,65,1,1,1,1,1,1,1,1,1,No,,3,1,3,4,4,2,2,,21,5,1,15,6,8,2
306,1,1,32,178,165,69,1,,,,2,,,,5,No,,3,2,2,3,4,3,2,,31,20,1,4,6,8,2
14,2,2,24,131,135,67,1,,,,2,,,,5,No,,3,1,2,3,4,3,2,,20,25,1,8,7,7,1
72,1,1,23,170,160,70,2,1,1,1,1,1,1,1,3,No,,3,2,2,2,4,6,2,,21,10,1,12,6,8,1
66,2,2,25,155,124,69,1,1,1,1,1,1,1,1,5,No,,3,2,2,3,4,2,2,,21,20,1,6,7,8,1
11,2,2,24,110,105,62,1,1,1,1,2,1,1,1,3,No,,3,3,2,2,4,3,2,,21,10,2,6,6,8,1
274,2,2,21,125,115,65,2,1,1,1,1,1,1,1,3,No,,3,1,3,3,4,6,2,,20,25,1,7,7,6,1
252,2,2,27,130,115,64,1,1,1,1,1,1,1,1,5,No,,3,1,3,3,4,6,2,,20,30,3,3,7,9,1
166,2,2,22,122,118,64,4,1,1,1,1,1,1,1,5,No,,3,1,2,3,4,6,2,,19,30,2,6,6,7,1
212,2,2,22,135,120,65,4,1,1,1,1,1,1,1,5,No,,3,2,2,2,4,2,1,18,17,75,3,9,7,9,1
85,2,2,21,150,135,67,1,1,1,1,1,1,1,1,3,No,,3,1,3,3,4,6,2,,20,5,1,2,8,8,1
357,2,2,25,101,98,62,1,1,1,1,1,1,1,1,1,No,,3,1,3,3,4,3,2,,16,30,2,8,7,8,1
51,2,2,42,127,120,64,1,1,1,1,1,1,1,1,5,No,,3,1,3,3,4,2,1,36,40,45,3,7,6,6,1
177,2,2,31,131,130,66,1,1,1,1,2,1,1,1,1,No,,3,1,2,2,4,3,1,20,27,22,2,2,7,7,1
40,2,2,26,145,120,63,1,1,2,1,2,1,1,1,3,No,,3,2,3,3,4,6,2,,19,15,2,7,6,9,2
152,2,2,23,224,195,65,2,1,1,2,1,1,1,1,5,No,,3,2,2,2,4,2,2,,13,8,1,4,8,9,3
44,2,2,25,135,135,71,1,,,,,,1,,1,No,,3,1,3,4,4,3,2,,24,20,1,6,6,8,1
318,1,1,27,205,160,73,1,1,2,1,1,1,1,1,3,No,,3,2,3,4,4,1,2,,21,10,1,3,8,8,2
145,2,2,25,125,120,62,1,1,1,1,1,1,1,1,3,No,,3,1,2,3,4,3,2,,18,20,1,8,8,9,1
74,1,1,34,212,165,71,1,1,2,2,2,1,1,1,5,No,,3,2,2,2,4,2,1,31,30,15,3,5,7,8,2
326,2,2,21,120,125,65,1,1,1,1,1,1,1,1,5,No,,3,1,1,1,4,6,2,,20,5,1,2,5,5,1
83,2,2,22,155,140,68,1,1,1,1,1,1,1,1,4,No,,3,2,1,1,4,6,2,,20,45,3,15,6,8,1
184,2,2,27,138,122,66,1,1,1,1,1,1,1,1,1,No,,3,1,3,3,4,3,2,,22,8,1,5,7,7,1
228,1,1,26,170,165,70,2,1,1,1,1,1,1,1,1,No,,3,2,3,3,4,3,2,,24,5,1,6,6,8,1
250,1,1,27,170,160,71,2,1,1,1,1,1,1,1,1,No,,3,1,2,3,4,3,2,,25,20,2,6,7,8,1
171,1,1,26,155,155,72,3,1,1,1,1,1,1,1,1,No,,3,1,4,3,4,3,2,,23,25,1,12,7,8,1
151,2,2,24,209,215,66,1,1,1,1,1,1,1,1,3,No,,3,2,3,3,4,3,2,,20,20,1,9,7,9,3
270,2,2,23,135,150,67,1,1,1,1,1,1,1,1,5,No,,3,1,2,3,4,2,2,,21,10,1,8,7,9,1
43,2,2,27,123,113,64,2,,,,2,,,,1,No,,3,1,4,4,4,6,2,,26,23,2,6,7,8,1
285,2,2,24,140,117,64,2,1,1,1,1,1,1,1,5,No,,3,2,2,4,4,2,2,,23,10,1,8,8,8,1
299,2,2,24,118,125,66,1,2,1,1,1,1,1,1,1,No,,3,3,3,3,4,1,2,,99,20,1,7,8,8,1
356,2,2,22,155,155,60,1,1,1,1,1,1,1,1,5,No,,3,2,2,3,4,2,2,,18,45,3,5,8,8,3
31,1,1,31,191,185,71,1,,,,,,2,,1,No,,3,1,4,3,4,1,1,26,19,35,2,6,8,8,2
142,1,1,26,215,185,71,1,1,1,1,2,1,1,1,3,No,,3,2,2,2,4,3,2,,25,30,3,4,7,8,3
62,2,2,24,150,140,66,1,1,1,1,1,1,1,1,1,No,,3,2,2,3,4,1,2,,18,5,1,4,8,7,1
217,2,2,22,146,140,63,1,2,,,,,,,5,No,,3,2,2,2,4,1,2,,20,15,3,4,7,8,2
268,2,2,21,116,113,64,1,1,1,1,1,1,1,1,5,No,,3,1,2,3,4,1,2,,20,15,3,10,7,9,1
364,2,2,25,123,85,59,1,1,1,1,1,1,1,1,3,No,,3,2,1,2,4,1,2,,18,30,3,13,8,8,1
158,2,2,27,168,176,63,1,1,1,1,1,1,1,1,3,No,,3,2,2,3,4,3,2,,16,20,1,18,6,8,2
280,2,2,26,130,123,64,1,,,,2,,,,4,Yes,21,3,2,2,2,4,3,1,26,25,10,2,6,7,8,1
304,2,2,24,130,125,66,1,1,1,1,1,1,1,1,5,No,,3,1,1,2,4,3,2,,18,10,1,8,7,8,1
343,2,2,22,102,100,64,1,,2,2,2,,,,3,No,,3,1,3,3,4,2,2,,21,5,1,5,6,7,1
320,2,2,25,141,132,68,2,1,1,1,1,1,1,1,3,No,,3,1,2,3,4,3,2,,23,25,3,6,8,8,1
262,2,2,22,127,134,66,2,1,1,1,1,1,1,1,3,No,,3,2,2,2,4,6,2,,19,10,1,5,7,8,1
282,1,1,22,165,167.2,68,1,1,1,1,1,1,1,1,3,No,,3,2,2,3,4,2,2,,21,40,3,6,6,8,2
131,2,2,27,160,155,63,4,1,2,1,1,1,1,1,1,No,,3,1,2,2,4,2,2,,26,10,1,10,8,8,2
331,1,1,23,155,136,70,1,1,1,1,1,1,1,1,1,No,,3,3,4,3,4,2,2,,22,6,1,2,6,8,1
219,2,2,23,163,155,69,1,1,2,2,2,1,1,2,5,No,,3,2,5,3,4,6,2,,16,20,1,6,6,8,1
234,2,2,25,150,150,64,1,1,1,1,1,1,1,1,5,No,,3,2,3,4,4,3,2,,19,15,1,12,8,8,2
155,2,2,22,145,135,67,2,1,1,1,1,1,1,1,5,No,,3,1,4,3,4,6,2,,20,30,3,8,7,8,1
273,2,2,27,130,145,67,1,1,1,1,1,1,1,1,1,No,,3,1,3,3,4,3,2,,24,20,2,12,7,9,1
367,2,2,28,135,120,64,1,2,2,2,1,1,1,1,3,No,,3,2,2,3,4,2,2,,21,20,1,4,7,8,1
216,1,1,24,110,110,66,1,1,1,1,1,1,1,1,1,No,,3,3,3,3,4,3,2,,21,12,1,11,8,9,1
179,2,2,26,147,110,65,1,1,1,1,1,1,1,1,3,No,,3,2,3,3,4,3,2,,22,15,1,13,9,12,1
309,2,2,23,220,190,64,3,1,1,1,1,1,1,1,5,No,,3,2,3,3,4,3,2,,18,65,2,5,7,8,3
161,2,2,23,143,125.4,63,2,1,1,1,1,1,1,1,3,No,,3,2,3,3,4,2,2,,22,30,3,3,6,8,2
100,2,2,26,126,122,64,1,1,1,1,1,1,1,1,1,No,,3,2,4,4,4,3,2,,19,16,1,7,6,7,1
365,2,2,24,180,160,68,1,,,,2,2,,,5,No,,3,2,2,3,4,2,2,,24,10,1,4,7,9,2
310,2,2,26,135,120,59,1,1,1,1,2,1,1,1,3,No,,3,2,3,3,4,3,2,,18,25,3,4,8,9,2
144,2,2,22,128,120,69,1,1,1,1,1,1,1,1,3,No,,3,2,2,3,4,2,2,,20,45,3,5,7,8,1
6,2,2,21,121,130,67,1,1,1,1,2,1,1,1,1,No,,3,2,2,3,4,4,2,,18,30,3,12,7,9,1
88,2,2,28,133,125,66,1,1,2,1,2,2,1,1,1,No,,3,1,3,4,4,3,2,,25,12,3,7,7,9,1
154,2,2,21,100,100,62,1,1,1,1,1,1,1,1,3,No,,3,1,2,2,4,2,2,,19,6,1,6,4,7,1
111,2,2,22,128,123,65,2,1,1,1,1,1,1,1,5,No,,3,2,4,3,4,2,2,,19,4,1,4,7,8,1
180,2,2,25,200,160,62,1,1,2,1,1,,1,1,3,No,,3,2,3,3,4,3,2,,23,5,1,8,7,8,3
110,2,2,22,132,125,68,1,1,1,2,1,1,1,1,5,No,,3,2,2,3,4,2,2,,21,5,1,2,6,9,1
4,1,1,23,200,185,69,1,1,1,1,1,1,1,1,3,No,,3,2,3,3,4,3,2,,21,8,1,10,8,9,2
198,2,2,24,135,130,64,2,1,1,1,2,1,1,1,3,No,,3,2,2,2,4,3,2,,19,30,3,8,7,8,1
349,1,1,24,185,180,67,1,1,1,1,2,1,1,1,1,No,,3,1,3,3,4,2,2,,20,5,1,8,7,10,2
94,2,2,22,126,120,66,1,1,1,1,1,1,1,1,5,No,,3,1,2,3,4,6,2,,20,17,1,8,7,8,1
124,1,1,33,165,195,69,4,2,1,1,1,1,1,1,1,No,,3,2,2,3,4,3,1,32,30,17,2,13,7,9,1
360,2,2,26,220,180,66,1,1,1,1,1,1,1,1,5,No,,3,2,3,3,4,2,1,25,25,30,3,10,7,8,3
323,2,2,22,175,160,67,1,1,1,1,1,1,1,1,5,No,,3,2,3,3,4,6,2,,21,30,3,5,7,8,2
201,1,1,22,135,125,68,1,1,1,1,1,1,1,1,1,No,,3,1,5,4,4,2,2,,21,15,3,4,8,8,1
79,1,1,24,132,125,70,2,1,1,1,2,1,1,1,3,No,,3,1,2,3,4,2,2,,24,15,3,5,7,8,1
235,2,2,24,143,154,63,4,1,1,1,1,1,1,1,5,No,,3,2,3,2,4,2,2,,22,10,1,7,7,8,2
96,2,2,21,125,125,62,1,1,1,1,1,1,1,1,1,No,,3,2,3,2,5,4,2,,19,30,3,5,7,8,1
278,2,2,27,123,105,67,1,1,1,1,1,1,1,1,1,No,,3,1,3,3,5,3,2,,20,10,1,12,7,8,1
54,1,1,35,180,160,69,1,1,1,1,1,1,1,1,5,No,,3,1,3,3,2,2,1,,33,30,2,5,6,6,2
199,2,2,29,128,118,64,2,1,1,1,1,1,1,1,3,No,,3,2,2,3,2,1,2,,18,8,1,10,8,8,1
341,2,2,26,135,127,69,1,1,1,1,1,1,1,1,1,No,,3,2,3,3,2,3,2,,20,17,1,10,6,9,1
134,1,1,21,185,170,69,1,1,1,1,1,1,1,1,5,No,,3,2,4,3,5,4,2,,18,10,1,5,7,9,2
317,2,2,28,163,145,66,1,2,,,,,,,5,No,,3,1,4,3,3,3,2,,28,25,4,45,6,7,2
112,2,2,29,128,122,68,3,1,1,1,1,1,1,1,5,No,,3,1,4,4,3,1,1,24,22,15,4,8,8,8,1
22,1,1,39,150,150,65,2,2,1,1,1,1,1,1,5,Yes,25,3,1,2,3,3,2,1,39,25,15,1,6,8,8,2
210,2,2,24,115,118,66,1,2,1,1,1,1,1,1,5,No,,3,1,3,3,3,3,2,,17,15,1,8,7,8,1
91,2,2,30,110,140,66,2,1,1,1,1,1,1,1,5,No,,3,3,1,2,3,3,1,26,28,5,3,10,7,8,1
372,2,2,25,138,126,65,2,1,1,1,1,1,1,1,5,No,,3,2,2,2,1,2,2,,22,10,1,4,6,9,1
313,2,2,25,150,160,68,1,2,,,,,,,5,No,,3,2,1,2,1,3,2,,25,25,3,5,8,8,1
247,2,2,25,163,139,64,1,1,1,1,2,1,1,1,5,Yes,19,3,2,2,3,1,2,2,,23,8,1,10,7,7,2
169,1,1,32,132,120,66,3,1,1,1,1,1,1,1,3,No,,3,1,2,2,1,3,1,32,30,15,1,5,5,7,1
350,2,2,26,121,110,67,2,,2,,,,,,3,No,,3,1,2,3,1,6,2,,24,10,1,5,6,9,1
37,2,2,30,140,114,66,1,1,1,1,2,1,1,1,5,No,,3,2,2,3,1,3,1,25,28,3,1,8,6,6,1
16,2,2,33,176,154,65,1,1,1,1,1,1,1,1,1,No,,3,2,1,2,1,3,1,29,30,10,1,10,6,8,2
207,2,1,35,157,138,66,1,1,1,1,2,1,1,1,4,No,,3,2,1,1,3,1,1,34,17,22,3,10,7,7,2
137,2,2,25,132,116,60,2,1,1,1,1,1,1,1,4,No,,3,2,2,2,1,3,2,,23,20,3,5,8,10,2
344,1,1,26,125,113,69,1,1,1,1,2,1,1,1,3,No,,3,1,2,3,1,3,2,,20,8,1,5,8,8,1
56,2,2,31,170,150,68,3,1,1,1,1,1,1,1,3,No,,3,2,2,3,1,3,2,,28,30,3,8,7,7,2
290,1,1,31,148,125,67,3,2,1,1,1,1,1,1,1,No,,3,2,3,4,1,1,2,,17,5,2,3,7,8,1
329,2,2,28,110,108,67,1,1,1,1,1,1,1,1,5,No,,3,1,2,2,1,2,2,,26,10,1,10,7,9,1
163,1,1,31,155,115,66,3,1,1,1,2,1,1,1,3,No,,3,2,2,2,1,3,1,24,29,45,2,5,6,7,2
15,1,1,28,150,140,72,1,1,1,1,1,1,1,1,5,No,,3,1,3,3,1,3,1,27,26,25,4,8,8,8,1
363,2,2,30,140,135,69,1,1,1,1,1,1,1,1,5,No,,3,1,3,3,1,7,1,24,29,70,2,5,8,8,1
167,2,2,30,125,128,64,1,1,1,1,1,2,1,1,1,No,,3,1,3,3,1,3,1,29,18,25,3,6,7,8,1
90,2,2,39,145,130,64,1,1,1,1,1,1,1,1,5,No,,3,2,2,2,1,3,2,,33,30,3,10,8,8,1
220,2,2,31,168,130,65,2,2,1,2,1,1,1,1,5,No,,3,2,3,3,1,2,1,25,21,20,2,4,6,8,2
370,2,1,29,120,105,67,3,1,1,1,1,1,1,1,3,No,,3,1,3,3,1,5,2,,29,15,2,10,7,8,1
36,1,1,36,134,128,67,1,1,1,1,1,1,1,1,1,No,,3,2,1,2,1,5,1,34,34,60,3,10,8,8,1
139,2,2,31,145,120,61,3,1,1,1,1,1,1,1,5,No,,3,2,2,3,1,7,2,,31,30,2,7,6,7,2
231,1,1,28,203,160,68,1,1,1,1,1,1,2,1,4,No,,3,2,1,1,1,3,2,,25,45,3,12,5,6,3
200,2,2,29,165,,64,1,1,1,1,1,1,1,1,3,Yes,25,3,2,3,3,1,7,2,,26,15,2,8,6,9,2
2,1,1,27,213,180.39999,72,1,,1,,2,,,,1,Yes,18,3,2,2,3,1,5,2,,17,10,2,12,8,10,2
121,1,1,28,171,130,69,3,1,1,1,1,1,1,1,1,No,,3,2,1,3,1,3,1,26,26,8,1,2,6,7,2
